"DIOGENES_FOOD_CODE","COUNTRY_FOOD_CODE","FOODNAME","ENGLISH_TRANS","DIOGENES_FOOD_GRP","CHO_100G.","GI_VAL","GL","GI_CAT","SOURCE_1","SOURCE_2","COMMENT","COUNTRY"
9214,"N/A","Valn<f8>d. forbudt","walnut",13.1,11.3,24,3,"3","2",NA,"Based on mixed nuts, roasted and salted","DANISH"
9215,"N/A","THOLSTRUP. Fettuccine m. spinat","fettuccine with spinach",4.1,72.8,40,29,"2","1",NA,"Pasta. Fettucine, egg. Mean of two studies.","DANISH"
9216,"N/A","THOLSTRUP. Pasta. Fettucchine tomat+hvidl<f8>g","fettuccine with tomato",4.1,72.8,40,29,"3","1",NA,"Pasta. Fettucine, egg. Mean of two studies.","DANISH"
9217,"N/A","THOLSTRUP. Pasta. Taglionilini+oregano","taglionilini",4.1,72.8,50,36,"4","",NA,"","DANISH"
9218,"N/A","THOLSTRUP. Pasta.Fettuchine+ital.krydderier","fettuccine ",4.1,72.8,40,29,"3","1",NA,"Pasta. Fettucine, egg. Mean of two studies.","DANISH"
9220,"N/A","THOLSTRUP. Hytteost 20+. R<f8>dl<f8>g/Purl<f8>g","Cheese, 20+",30.2,1.3,34,0,"3","2",NA,"From milk, whole pasteurised, fresh, organic","DANISH"
9221,"N/A","Havregryn. forbudt","oats, rolled",2.2,59.1,61,36,"2","3",NA,"Porridge (Small oats)","DANISH"
9224,"N/A","Melon/honningmelon. forbudt","Melon",17.1,3.7,72,3,"3","1","5","Based on watermelon and rockmelon/cantaloupe. Watermelon is based on two studies: Watermelon, raw and Watermelon, raw, without seeds. Rockmelon/cantaloupe is based on Rockmelon/cantaloupe, raw.","DANISH"
9225,"N/A","Appelsin. r<e5>. 1stk. 195g. forbudt","Oranges, raw",17.1,9.3,42,4,"2","1",NA,"Oranges, raw. Mean of six studies: 6*Oranges, NS.","DANISH"
9226,"N/A","Peanut butter. Green Choice. 340g","peanut butter",32.1,11.2,23,3,"2","1",NA,"","DANISH"
9227,"N/A","SCHULSTAD. Hamburgerboller. 56g","Rolls, hamburgerstyle",1.1,44,78,34,"3","10",NA,"Based on white wheat bread, very refined flour","DANISH"
9228,"N/A","Blegselleri/bladselleri. l<f8>sv<e6>gt","celery, raw",15.1,3.6,45,2,"4","",NA,"","DANISH"
9229,"N/A","Chokolade lys. forbudt","milkchocolate",9.1,61.7,43,27,"2","1",NA,"Chocolate, milk, plain. Mean of four studies: 3* Chocolate milk and Chocolate milk plain with sucrose.  ","DANISH"
9230,"N/A","M<e6>lk. K<e6>rnem<e6>lk. forbudt","Buttermilk  ",29.1,4.5,48,2,"3","2",NA,"Based on skimmed milk","DANISH"
9231,"N/A","Slik. Karameller. blandede. forbudt","toffees, mixed",8.1,79.6,78,62,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9232,"N/A","Soja sauce. Kikkoman. 150mL ej rest","soy sauce",32.4,8.2,70,6,"5","",NA,"","DANISH"
9233,"N/A","SCHULSTAD. Pizza bunde. 200g","pizza, bread part",1.1,48.1,65,31,"3","1","2","Pita bread. Mean of three studies: Pita bread white, Pitta white mini and Pitta white.","DANISH"
9234,"N/A","P<c5>SKEBR<d8>D. Grov Pitabr<f8>d. 430g","pita bread, with wholegrain flour",1.1,51,56,29,"3","2",NA,"Bread. Pitta, wholemeal.","DANISH"
9235,"N/A","SCHULSTAD. Hvede Pita. 72g","pita, wheat",1.1,48.1,65,31,"2","1","2","Pita bread. Mean of three studies: Pita bread white, Pitta white mini and Pitta white.","DANISH"
9236,"N/A","Fennikel. knold. r<e5>. l<f8>sv<e6>gt","fennel, root, raw",15.1,5,45,2,"4","",NA,"","DANISH"
9237,"N/A","BEAUVAIS. R<f8>d Caviar. Glyng<f8>re. 60g","Caviar",27.3,0.8,70,1,"5","",NA,"","DANISH"
9238,"N/A","BEAUVAIS. Ishavsrogn. Glyng<f8>re. 100g","Cod, roe",27.3,1.5,70,1,"5","",NA,"","DANISH"
9239,"N/A","Ananas. frisk. l<f8>sv<e6>gt","pine apple, fresh",17.1,11.6,59,7,"2","1",NA,"Pineapple, raw. Mean of two studies.","DANISH"
9240,"N/A","BEAUVAIS. R<f8>dbeder. 375g. ej rest","beet root, canned",15.1,12.4,64,8,"2","",NA,"","DANISH"
9241,"N/A","BEAUVAIS. Agurk.syltet ej rest","cucumber, pickled",15.1,12,70,8,"5","",NA,"","DANISH"
9243,"N/A","P<e5>l<e6>g. Spegep<f8>lse fed. forbudt","Pork, sausage, salami",24.3,1.6,70,1,"5","",NA,"","DANISH"
9244,"N/A","Creme Fraiche 38%. forbudt","creme fraiche, 38%",29.3,2.7,34,1,"3","2",NA,"From milk, whole pasteurised, fresh, organic","DANISH"
9245,"N/A","Creme Fraiche 18%. forbudt","creme fraiche, 18%",29.3,3.6,34,1,"3","2",NA,"From milk, whole pasteurised, fresh, organic","DANISH"
9246,"N/A","L<f8>g. stegte. forbudt","onions, steemed",15.2,42,45,19,"4","",NA,"","DANISH"
9248,"N/A","Limfjords Muslinger. 150g","Mussel, raw",27.3,3.5,70,2,"5","",NA,"","DANISH"
9249,"N/A","BEAUVAIS. Rognguf Glyng<f8>re. 125g","Cod, roe with tomato",27.3,2,70,1,"5","",NA,"","DANISH"
9250,"N/A","Sennep. forbudt","mustard",32.4,20,70,14,"5","",NA,"","DANISH"
9251,"N/A","Kraft. Chili Sauce. 300 ml. ej rest","Chili sauce",32.4,16.5,45,7,"3","5",NA,"Tomato soup. Mean of two: Soup, tomato and Campbell's condensed tomato soup, prepared with water.","DANISH"
9252,"N/A","Remoulade. forbudt","remoulade",32.4,15.2,70,11,"5","",NA,"","DANISH"
9253,"N/A","Spinat. Babyspinat. l<f8>sv<e6>gt","spinach, baby spinach",15.1,1.5,45,1,"4","",NA,"Based on vegetables as Low GI foods (high water content and fiber)","DANISH"
9254,"N/A","M<e6>lk. Minim<e6>lk. 0.5 % fedt. forbudt","Milk, skimmed, 0,5%",29.1,4.7,48,2,"3","2",NA,"Based on milk, skimmed, pasteurised, British","DANISH"
9255,"N/A","Burger. Hamburger. McD. 106g. forbudt","Hamburger, McDonalds",24.3,29,70,20,"5","",NA,"","DANISH"
9256,"N/A","Burger. Big Mac. McD. 219g. forbudt","Burger, BigMac",24.3,19.6,70,14,"5","",NA,"","DANISH"
9257,"N/A","Burger. Cheeseburger McD. 120g. forbudt","Burger, Cheeseburger",24.3,26,70,18,"5","",NA,"","DANISH"
9258,"N/A","Pommes Frites. l=82.m=116.s=164.mega=180g McD. forbudt","French Fries",16.2,42.4,75,32,"2","1",NA,"French fries, frozen, reheated in microvawe","DANISH"
9259,"N/A","MAIZENA. Dr<f8>mmekage/Kontrol. 1/2 portion=322g","Cake ",5.2,67.7,50,34,"3","1",NA,"Mean of sponge cake, plain and pound cake","DANISH"
9260,"N/A","MAIZENA. Dr<f8>mmekage/NNA. 1/2 Portion=323g","Cake",5.2,67.2,50,34,"3","1",NA,"Mean of sponge cake, plain and pound cake","DANISH"
9261,"N/A","MAIZENA. Dr<f8>mmekage/MUFA. 1/2 portion=323g","Cake",5.2,67.4,50,34,"3","1",NA,"Mean of sponge cake, plain and pound cake","DANISH"
9262,"N/A","MAIZENA. Dr<f8>mmekage til opskrift","Cake",5.2,83,50,42,"3","1",NA,"Mean of sponge cake, plain and pound cake","DANISH"
9263,"N/A","MAIZENA. Chokoladekage/kontrol. 1/2 portion=280g","Cake, chocolate",5.2,69.1,38,26,"3","1",NA,"Chocolatecake made from packet mix with chocolate frosting","DANISH"
9264,"N/A","MAIZENA. Chokoladekage/NNA. 1/2 portion=280g","Cake, chocolate",5.2,69.5,38,26,"3","1",NA,"Chocolatecake made from packet mix with chocolate frosting","DANISH"
9265,"N/A","MAIZENA. Chokoladekage/MUFA. 1/2 portion=280g","Cake, chocolate",5.2,69.7,38,27,"3","1",NA,"Chocolatecake made from packet mix with chocolate frosting","DANISH"
9266,"N/A","MAIZENA. Chokoladekage til opskrift","Cake, chocolate",5.2,84,38,32,"3","1",NA,"Chocolatecake made from packet mix with chocolate frosting","DANISH"
9267,"N/A","MAIZENA. Bedstefarssk<e6>g/Kontrol. 1/2 portion=300g","Cake",5.2,81.6,50,41,"3","1",NA,"Mean of sponge cake, plain and pound cake","DANISH"
9268,"N/A","MAIZENA. Bedstefarssk<e6>g/NNA. 1/2 portion=300g","Cake",5.2,81.8,50,41,"3","1",NA,"Mean of sponge cake, plain and pound cake","DANISH"
9269,"N/A","MAIZENA. Bedstefarssk<e6>g/MUFA. 1/2 portion=300g","Cake",5.2,82,50,41,"3","1",NA,"Mean of sponge cake, plain and pound cake","DANISH"
9270,"N/A","MAIZENA. Bedstefars Sk<e6>g til opskrift","Cake",5.2,89,50,45,"3","1",NA,"Mean of sponge cake, plain and pound cake","DANISH"
9271,"N/A","Chili Beans. Kidneyb<f8>nner i Chili","Kidney beans, canned",14.1,13,45,6,"2","1",NA,"Mean of three Kidney beans: 2*Kidney beans, dried, boiled and Kidney beans, dried, soaked 12 h, stored moist 24 h, steamed 1 h ","DANISH"
9272,"N/A","B<f8>nner i vand. Borlotti. IRMA. 240g","Beans in water",14.1,11.3,45,5,"3","1",NA,"Mean of three Kidney beans: 2*Kidney beans, dried, boiled and Kidney beans, dried, soaked 12 h, stored moist 24 h, steamed 1 h ","DANISH"
9273,"N/A","Marmelade/syltet<f8>j. forbudt","marmalade",7.1,65.7,51,34,"2","1",NA,"Based on strawberry jam","DANISH"
9274,"N/A","Chokolade. fyldt. forbudt","Chocolate, fancy and filled",9.1,67.1,65,44,"3","1",NA,"Based on Mars bar. Mean 2*Mars bar.","DANISH"
9276,"N/A","Babyspinat. l<f8>sv<e6>gt","spinach, baby spinach",15.1,1.5,45,1,"4","",NA,"Based on vegetables as Low GI foods (high water content and fiber)","DANISH"
9277,"N/A","Baked beans. tomatsauce. taste&trade","Baked beans. tomatsauce. taste&trade",14.1,14.2,45,6,"4","",NA,"","DANISH"
9278,"N/A","L<f8>g. stegte i majsolie. 25g","onions, steemed",15.2,42,45,19,"4","",NA,"","DANISH"
9279,"N/A","SOVS. Bearnaise. 50 ml s<f8>dm<e6>lk/ 50g sm<f8>r. forbudt","Sauce, bearnaise",32.4,8.5,70,6,"5","",NA,"","DANISH"
9280,"N/A","Hamburgerryg. kogt. forbudt","Pork, saddle, smoked, boiled",24.3,1.1,70,1,"5","",NA,"","DANISH"
9281,"N/A","TOMS. Hvid Chokolade m. knas. guldbarre 49g","White chocolate, crunchy style",9.1,50.6,44,22,"2","1",NA,"Chocolate, white.","DANISH"
9282,"N/A","ARLA. K<e6>rnem<e6>lk. 500mL","Buttermilk",29.1,4.5,48,2,"3","2",NA,"Based on milk, skimmed, pasteurised, British","DANISH"
9284,"N/A","Den Gr<f8>nne Slagter. 3%fedt. frikadeller. 200g","Meat balls, low fat",24.2,4,70,3,"5","",NA,"","DANISH"
9285,"N/A","Nutrillett. Bar. Skovb<e6>r/M<fc>sli. 60g","Energi bar, medium carb",33.1,41.4,66,27,"3","1",NA,"Mean of all breakfast cereal bars, (mean of eight studies)","DANISH"
9286,"N/A","Fisk. Fiskefrikadeller. forbudt","fish, pudding",27.4,8.3,38,3,"3","1",NA,"Fish fingers","DANISH"
9287,"N/A","Tulip. Middagsfrikadeller. 480g","Meat balls ",24.2,7.1,70,5,"5","",NA,"","DANISH"
9288,"N/A","P<f8>lse. Mager. 3% fedt. forbudt","Pork, mettwurst, lean",24.3,5.5,28,2,"3","1",NA,"Sausages, unspecified","DANISH"
9289,"N/A","P<f8>lse. Wiener/Hotdog. Fed. ~70g. forbudt","Sausage, wiener",24.3,2.8,28,1,"3","1",NA,"Sausages, unspecified","DANISH"
9290,"N/A","Kage. Chokoladekage. sk<e6>rekage. forbudt","Chocolate cake",5.2,50.1,38,19,"3","1",NA,"Chocolatecake made from packet mix with chocolate frosting","DANISH"
9291,"N/A","SVANS<f8>. Oliven.Gigant. 100g","Olives  ",17.3,5,45,2,"4","",NA,"","DANISH"
9292,"N/A","<c6>g. 60g/stk. forbudt","egg, chicken, whole",28.1,1.2,70,1,"5","",NA,"","DANISH"
9294,"N/A","KIMS. Peanuts. saltede. 250g","Peanuts, salted",13.1,10.8,25,3,"3","1","5","Based on mean of cashewnuts and mixed nuts, roasted and saltet","DANISH"
9295,"N/A","KIMS. Peanuts. saltede. 125g","Peanuts, salted",13.1,10.8,25,3,"3","1","5","Based on mean of cashewnuts and mixed nuts, roasted and saltet","DANISH"
9296,"N/A","TOMS. P<e5>l<e6>gschokolade. lys. 40g","Milkchokolade",9.1,61.7,43,27,"2","1",NA,"Chocolate, milk, plain. Mean of four studies: 3* Chocolate milk and Chocolate milk plain with sucrose.  ","DANISH"
9297,"N/A","P<e5>l<e6>gchokolade. m<f8>rk. forbudt","Chocolate, dark",9.1,62.3,23,14,"2","5",NA,"Dove, dark chocolate","DANISH"
9298,"N/A","Kims. Peanuts. 125 g.","Peanuts, salted",13.1,8.8,25,2,"3","1","5","Based on mean of cashewnuts and mixed nuts, roasted and saltet","DANISH"
9299,"N/A","Kims. Peanuts. 250 g.","Peanuts, salted",13.1,8.8,25,2,"3","1","5","Based on mean of cashewnuts and mixed nuts, roasted and saltet","DANISH"
9300,"N/A","Svans<f8>. Gigant Oliven. Gr<f8>nne. 100 g","Olives, green",17.3,5,45,2,"4","",NA,"","DANISH"
9301,"N/A","ARLA. Jordb<e6>rfl<f8>de. 500mL","Strawberry cream",29.3,13,34,4,"3","2",NA,"From milk, whole pasteurised, fresh, organic","DANISH"
9302,"N/A","Arla. A38. Syrnet s<f8>dm<e6>lk. 1000g","Acidophilus, 3,5% fat",31.2,3.8,34,1,"3","2",NA,"From milk, whole pasteurised, fresh, organic","DANISH"
9303,"N/A","Chili. gr<f8>n. l<f8>sv<e6>gt","Green chili peppers",15.1,7.7,45,3,"4","",NA,"","DANISH"
9304,"N/A","Pizza. 1=770g. forbudt","Pizza ",5.1,25.7,51,13,"3","1",NA,"Mean of all types: Pizza, cheese, Pizza, plain backed doug, served with parmesan cheese and tomato sauce, Pizza, super supreme pan, Pizza, super supreme, thin and crispy and Pizza, vegetarian supreme, thin and crispy.","DANISH"
9305,"N/A","B<f8>nner. Brune. t<f8>rrede. forbudt","Brown beans, dry",14.1,45.6,45,21,"2","1",NA,"Mean of three Kidney beans: 2*Kidney beans, dried, boiled and Kidney beans, dried, soaked 12 h, stored moist 24 h, steamed 1 h ","DANISH"
9313,"N/A","P<e5>l<e6>g. Leverpostej 22% fedt. forbudt","Pork, liver paste, danish",26.1,5,70,4,"5","",NA,"","DANISH"
9314,"N/A","Jordb<e6>r. forbudt","Strawberry",17.1,7.1,40,3,"2","1",NA,"Strawberries, fresh, raw.","DANISH"
9315,"N/A","L<f8>g. r<e5>. uspec 90g/stk. forbudt","Onion",15.1,8.1,45,4,"4","",NA,"","DANISH"
9316,"N/A","Honning. forbudt","Honey",7.1,81.5,55,45,"2","1",NA,"Honey, Mean of elleven types of honey.","DANISH"
9317,"N/A","Kartofler. r<e5>. forbudt","Potatoes, raw",16.1,16.7,85,14,"4","",NA,"","DANISH"
9318,"N/A","Ingef<f8>r. l<f8>sv<e6>gt","Ginger",15.1,14.1,70,10,"5","",NA,"","DANISH"
9319,"N/A","Chili. r<f8>d. L<f8>sv<e6>gt","Red chili pepper",15.1,7.7,45,3,"4","",NA,"","DANISH"
9320,"N/A","Spiremix. b<f8>nne. lucerne og <e6>rter","Sprout mix, peas, beans, lucerne",15.1,5.1,45,2,"4","",NA,"","DANISH"
9321,"N/A","Nudler. kogte. forbudt","Noodles, cooked",6.1,26.9,46,12,"2","1",NA,"Noodles. Mean of eight studies: 2*Instant two-minute noodles, Instant noodles, Lungkow bean-thread noodles, Mung bean noodles, Rice noodles dried boiled, Rice noodles freshly made boiled and Udon noodles plain reheated five minutes.","DANISH"
9322,"N/A","Knorr. Spaghetteria. Napolitana. 154 g","Knorr. Spaghetteria. Napolitana. 154 g",4.1,67,52,35,"3","1",NA,"Spaghetti bolognaise, homemade.","DANISH"
9323,"N/A","Kiks. Digestive el. Chokokiks. 14g/stk. forbudt","Bisquits, Digestive type",5.2,60.5,59,36,"3","1",NA,"Based on digestives, mean of three studies: 2*digestives and digestives, Peak Freans","DANISH"
9324,"N/A","Tomat. t<f8>rret. l<f8>sv<e6>gt. IHE","Dried tomatoes",15.1,18,45,8,"4","",NA,"","DANISH"
9325,"N/A","VM Margarine. Minarine. Golden Olive. 10g","margarine, 40% fat",11.1,0.4,70,0,"5","",NA,"","DANISH"
9326,"N/A","Pop Corn (poppede majsk<e6>rner). forbudt","Pop corn",32.2,57.4,72,41,"2","1",NA,"Popcorn, plain, cooked in microvawe oven. Mean of two studies.","DANISH"
9327,"N/A","Juice. Appelsin. forbudt","Orangejuice",18.1,9.8,52,5,"2","1",NA,"Orange juice, mean of three studies: orange juice, orange juice, unsweetened, reconstituted concentrate and orange juice, reconstituted from frozen concentrate","DANISH"
9328,"N/A","Tomat. 75g/stk. forbudt","Tomato",15.1,4.5,45,2,"4","",NA,"","DANISH"
9329,"N/A","Salat. iceberg. ca. 500g. forbudt","Lettuce, Iceberg",15.1,2,45,1,"4","",NA,"","DANISH"
9330,"N/A","Peanuts. saltede. forbudt","Peanuts, salted",13.1,10.8,25,3,"3","1","5","Based on mean of cashewnuts and mixed nuts, roasted and saltet","DANISH"
9332,"N/A","Fl<f8>debolle. 20g/stk. forbudt","Whipped egg white and sugar with chocolate covering",8.1,65.3,70,46,"5","",NA,"","DANISH"
9333,"N/A","RIS. uspec.. ukogt. forbudt","Rice, unspecified, raw",6.1,78.3,63,49,"4","",NA,"","DANISH"
9334,"N/A","SVANS<f8>. Oliven. Kalamata. 100g. med sten","Olives, kalamata, with stone",17.3,5,45,2,"4","",NA,"","DANISH"
9335,"N/A","Lever. kalv. r<e5>. i skiver. IHE","Veal, liver, raw",26.1,4.9,70,3,"5","",NA,"","DANISH"
9336,"N/A","Hvidvin 10%. forbudt","White wine",22.1,2.3,70,2,"5","",NA,"","DANISH"
9337,"N/A","Ost. Sams<f8> 45+. forbudt","Cheese, 45+",30.3,1,34,0,"3","2",NA,"From milk, whole pasteurised, fresh, organic","DANISH"
9338,"N/A","ARLA. letm<e6>lk. 250 mL","Milk, semiskimmed",29.1,4.9,34,2,"2","2",NA,"Milk, semi-skimmed, pasteurised, organic.","DANISH"
9339,"N/A","SVANS<f8>. Spaghetti. l<f8>sv<e6>gt","Macaroni, raw",4.1,72.8,45,33,"4","",NA,"","DANISH"
9340,"N/A","Slik. Bolsjer. uspec.. forbudt","Candy, unspecified",8.1,97.5,78,76,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
9341,"N/A","Sukker. st<f8>dt melis. forbudt","Sugar, white",7.1,99.9,68,68,"3","1",NA,"Sucrose. Mean of ten studies.","DANISH"
9342,"N/A","Cacao. ren. pulver. forbudt","Cocoa powder, no sugar",20.2,17.6,47,8,"3","1",NA,"Mean of cocoa instant with milk, powder and cocoa instant without milk powder. Cocoa instant with milk, powder is based on mean of Chocolate, dissolved in 1,5% fat milk, and chocolate dissolved in 3,5% fat milk. Cocoa instant without milk, powder is based","DANISH"
9343,"N/A","Cacaom<e6>lk. skummetm<e6>lk. forbudt","Cocoa, milk, skimmed",31.4,9.9,29,3,"3","1",NA,"Milk, low fat, chocolate. Mean of two: Milk, low-fat, chocolate with aspartame and milk, low fat, chocolate, with sugar.","DANISH"
9344,"N/A","Ananas. konserves. forbudt","Pine apple, canned",17.3,14.1,55,8,"3","1",NA,"Based on fruit cocktail, canned","DANISH"
9345,"N/A","Peberfrugt. gul/orange. l<f8>sv<e6>gt","Pepper, sweet, yellow/orange",15.1,2.9,45,1,"4","",NA,"","DANISH"
9346,"N/A","Kage. Tr<e6>stamme. 80g. forbudt","Cake",5.2,58,59,34,"3","1",NA,"Cakes. Pastry.","DANISH"
9347,"N/A","Kage. Wienerbr<f8>d. 75g. forbudt","Cake, danish pastry",5.2,44.8,63,28,"4","",NA,"","DANISH"
9348,"N/A","IS. Fl<f8>deis. Str. Magnum ca. 95g. forbudt","Icecream, Magnum, chocolate covered",31.3,23,61,14,"2","1",NA,"Ice cream, regular, NS. Mean of five: 2*ice cream, NS, 2*ice cream(half vanilla, half chocolate)","DANISH"
9349,"N/A","IS. Sodavandis. KungFu=72g. Champagnebrus=85g. forbudt","Limonadeice",8.1,9.9,66,7,"2","1",NA,"Based on ice lollies","DANISH"
9350,"N/A","Radiser. l<f8>sv<e6>gt","radish, raw",15.1,1.2,45,1,"4","",NA,"","DANISH"
9351,"N/A","Limefrugt. 63g/stk. forbudt","Lime fruit",17.1,10,34,3,"3","1",NA,"Based on mean of grapefruit, raw and orange, raw because these are also citrusfruits.","DANISH"
9352,"N/A","Jordb<e6>r. l<f8>sv<e6>gt","Strawberry",17.1,7.1,40,3,"2","1",NA,"Strawberries, fresh, raw.","DANISH"
9354,"N/A","Digestive. Coop x-tra. 16g/stk. l<f8>sv<e6>gt","Bisquits, Digestive type",5.2,58.7,59,35,"3","1",NA,"Based on digestives, mean of three studies: 2*digestives and digestives, Peak Freans","DANISH"
9355,"N/A","Kn<e6>kkede hvedekerner. l<f8>s v<e6>gt","kernels, wheat, whole grain",6.1,61,48,29,"2","1",NA,"Cracked wheat(bulgur), mean of four studies: Bulgur boiled, bulgur boiled in 800ml water 20 min and 2*bulgur boiled 20min.","DANISH"
9356,"N/A","SVANS<f8>. Oliven. Nicoises. 100g","Olives, Nicoises",17.3,5,70,4,"5","",NA,"","DANISH"
9357,"N/A","B<c6>CHS N<f8>ddetrekant 80g","Cake",5.2,44.8,59,26,"3","1",NA,"Cakes. Pastry.","DANISH"
9358,"N/A","B<c6>CHS Chokolademuffin 95g","Chocolate muffins",5.2,50.1,53,27,"2","1",NA,"Muffin, chocolate butterscotch, made from packet mix","DANISH"
9359,"N/A","B<c6>CHS Tr<e6>stamme 80g","Cake",5.2,56,59,33,"3","1",NA,"Cakes. Pastry.","DANISH"
9360,"N/A","B<c6>CHS Makronsnitte 75g","Cake",5.2,61,64,39,"3","1",NA,"Based on shortbread cookies","DANISH"
9361,"N/A","B<c6>CHS Hindb<e6>rsnitte 75g","Cake",5.2,57,59,34,"3","1",NA,"Cakes. Pastry.","DANISH"
9362,"N/A","ARLA. Ny Malthe 17%. 150 g","Cheese, 17%",30.2,0.5,34,0,"3","2",NA,"From milk, whole pasteurised, fresh, organic","DANISH"
9363,"N/A","Melon. galia. l<f8>s v<e6>gt","Melon, galia",17.1,3.7,72,3,"3","1","5","Based on watermelon and rockmelon/cantaloupe. Watermelon is based on two studies: Watermelon, raw and Watermelon, raw, without seeds. Rockmelon/cantaloupe is based on Rockmelon/cantaloupe, raw.","DANISH"
9364,"N/A","ARLA. Ny Malthe. 150 g. 45+","Cheese, ",30.3,0.5,34,0,"3","2",NA,"From milk, whole pasteurised, fresh, organic","DANISH"
9365,"N/A","Melon. Galia/Honning. l<f8>sv<e6>gt","Melon, galia",17.1,3.7,72,3,"3","1","5","Based on watermelon and rockmelon/cantaloupe. Watermelon is based on two studies: Watermelon, raw and Watermelon, raw, without seeds. Rockmelon/cantaloupe is based on Rockmelon/cantaloupe, raw.","DANISH"
9366,"N/A","Den Gr<f8>nne Slagter. Kylling leverpostej 3 %","Chicken, liver paste, low fat",26.1,13,70,9,"5","",NA,"","DANISH"
9367,"N/A","AXA. Boghvedegryn. l<f8>sv<e6>gt","buckwheat groats, raw",6.1,77.5,54,42,"2","1",NA,"Buckwheat, mean of three studies","DANISH"
9368,"N/A","<c6>ble. 90g/stk. forbudt","Apple",17.1,11.1,38,4,"2","1",NA,"Apples, raw. Mean of six studies.","DANISH"
9369,"N/A","EUROGRAN. Chokodrik. 100g. m<e6>lk","Cocoa powder with added sugar",31.4,83,42,35,"2","1",NA,"Mean of Chocolate, dissolved in 1,5% fat milk, and chocolate dissolved in 3,5% fat milk. ","DANISH"
9370,"N/A","MAIZENA. T<e6>rte dej","pie dough",5.1,55,85,47,"4","",NA,"","DANISH"
9371,"N/A","MAIZENA. Pizza dej","pizza dough",5.1,71,85,60,"4","",NA,"","DANISH"
9372,"N/A","MAIZENA. Grovt<e6>rtedej m. grahamsmel","pie dough, coarse grain",5.1,52,85,44,"4","",NA,"","DANISH"
9373,"N/A","KNORR. Bretagne Sauce. 1 brev 28g","Bretagne sauce, powder",32.4,51,70,36,"5","",NA,"","DANISH"
9374,"N/A","KNORR. Bretagne sauce. 4 poser","Bretagne sauce, powder",32.4,51,70,36,"5","",NA,"","DANISH"
9375,"N/A","KNORR. Gr<f8>n peber sauce. 1 brev 28g","Green pepper sauce, powder",32.4,48,45,22,"3","5",NA,"Tomato soup. Mean of two: Soup, tomato and Campbell's condensed tomato soup, prepared with water.","DANISH"
9376,"N/A","KNORR. Gr<f8>n peber sauce. 4 poser","Green pepper sauce, powder",32.4,48,45,22,"3","5",NA,"Tomato soup. Mean of two: Soup, tomato and Campbell's condensed tomato soup, prepared with water.","DANISH"
9377,"N/A","KNORR. Hollandaise Sauce. 1 brev 19g","Hollandaise sauce, powder",32.4,62,45,28,"4","",NA,"","DANISH"
9378,"N/A","KNORR. Hollandaise sauce. 4 poser","Hollandaise sauce, powder",32.4,61,45,27,"4","",NA,"","DANISH"
9379,"N/A","KNORR. Bearnaise Sauce. 1 brev 19g","Bearnaise sauce, powder",32.4,58,70,41,"5","",NA,"","DANISH"
9380,"N/A","KNORR. Bearnaise Sauce. 4 poser","Bearnaise sauce, powder",32.4,58,70,41,"5","",NA,"","DANISH"
9381,"N/A","Spidsk<e5>l. l<f8>s v<e6>gt","cabbage, spring, raw",15.1,3,45,1,"4","",NA,"","DANISH"
9382,"N/A","Bambusskud. l<f8>sv<e6>gt","bamboo shoots, raw",15.1,3.7,45,2,"4","",NA,"","DANISH"
9383,"N/A","POLAR IS. Isb<e5>d. 74g","Icecream, dairy",31.3,27.4,38,10,"3","1",NA,"Based on ice cream, premium, french vanilla, 16% fat","DANISH"
9384,"N/A","POLAR IS. Is-vaffel. 72g","Icecream, dairy",31.3,32.7,38,12,"3","1",NA,"Based on ice cream, premium, french vanilla, 16% fat","DANISH"
9385,"N/A","FRISKO IS. Magnum Bar. 52g","Icecream, dairy, Magnum Bar",31.3,32,61,20,"2","1",NA,"Ice cream, regular, NS. Mean of five: 2*ice cream, NS, 2*ice cream(half vanilla, half chocolate)","DANISH"
9386,"N/A","FRISKO IS. Carte D<f3>r Sorbet. Hindb<e6>r 550g","Limonadeice",8.1,20,43,9,"3","1",NA,"Based on Ice cream, reduced- or low- fat. Mean of four studies: Ice cream low-fat vanilla, Ice cream low-fat(1,2% fat), Ice cream low-fat(1,4% fat) and Ice cream reduced fat(7,1% fat)","DANISH"
9387,"N/A","POLAR IS. K<e6>mpe Eskimo","Icecream, dairy",31.3,28.3,66,19,"2","2",NA,"","DANISH"
9388,"N/A","DANISCO. St<f8>dt melis. l<f8>sv<e6>gt","sugar, sucrose",7.1,100,68,68,"2","1",NA,"Sucrose. Mean of ten studies.","DANISH"
9389,"N/A","Risengryn. gr<f8>dris. polerede. r<e5>","rice groats, raw",6.1,80.3,67,54,"1","11",NA,"","DANISH"
9391,"N/A","Sesamfr<f8>. afskallede","sesame seed",13.1,8.7,70,6,"5","",NA,"","DANISH"
9392,"N/A","MILLS. Grahamsmel. l<f8>sv<e6>gt","Flour, wheat, whole grain",3.1,62,69,43,"2","1",NA,"Mean of two studies: Wheat and cracked wheat. Wheat is based on Wheat, type NS. Cracked wheat(bulgur) is based on mean of four studies: Bulgur boiled, bulgur boiled in 800ml water 20 min and 2*bulgur boiled 20min.","DANISH"
